id,name,comment,time
973,Hamka Redzua,tak payah naik grab.Buto anak haram main banned driver.Aku nak naik jaya one tumbuk muka siapa yang banned akaun.Pantat grab tak payah naik grab.Buto anak haram main banned driver.Aku nak naik jaya one tumbuk muka siapa yang banned akaun.Pantat grab tak payah naik grab.Buto anak haram main banned driver.Aku nak naik jaya one tumbuk muka siapa yang banned akaun.Pantat grab 2 2  2 · Like · ·,2018-07-10T13:07:48Z
974,Kin Rahza,Hi grab.. Boleh tak kalau letak nationality rider yg nak guna grab.. Less information kadang2 rider guna nama samaran atau no sahaja.. At least boleh avoid setengah2 potential rider yg mungkin high risk utk diangkut terutamanya pada waktu malam.. Hi grab.. Boleh tak kalau letak nationality rider yg nak guna grab.. Less information kadang2 rider guna nama samaran atau no sahaja.. At least boleh avoid setengah2 potential rider yg mungkin high risk utk diangkut terutamanya pada waktu malam.. Hi grab.. Boleh tak kalau letak nationality rider yg nak guna grab.. Less information kadang2 rider guna nama samaran atau no sahaja.. At least boleh avoid setengah2 potential rider yg mungkin high risk utk diangkut terutamanya pada waktu malam.. 3 3  3 · Like · ·,2018-07-09T08:18:54Z
975,James Jūdgês,They don't care about this la bro.... They don't care about this la bro.... They don't care about this la bro.... · Like · ·,2018-07-09T15:53:44Z
976,James Jūdgês,Because.... Customers always right.... Because.... Customers always right.... Because.... Customers always right.... · Like · ·,2018-07-09T15:54:05Z
977,Ben Ong,"Please increase the fare to min rm10, rm15, rm20, rm25 so on & double up during peak hour/ph/after midnight so only quality riders will enjoy this private service. Ignored those cheapskate, there is always other alternative for their budget Please increase the fare to min rm10, rm15, rm20, rm25 so on & double up during peak hour/ph/after midnight so only quality riders will enjoy this private service. Ignored those cheapskate, there is always other alternative for their budget Please increase the fare to min rm10, rm15, rm20, rm25 so on & double up during peak hour/ph/after midnight so only quality riders will enjoy this private service. Ignored those cheapskate, there is always other alternative for their budget 4 4  4 · Like · ·",2018-07-10T13:24:29Z
978,Chef Riichi Himura,I agree with you but grab can charge cheaper fare if they take less commission from driver.  Rider didn't realise that from rm5 minimum fare we only get rm3.50 after deduction. And the journey is like 10km away to pick up n drop off. I agree with you but grab can charge cheaper fare if they take less commission from driver.  Rider didn't realise that from rm5 minimum fare we only get rm3.50 after deduction. And the journey is like 10km away to pick up n drop off. I agree with you but grab can charge cheaper fare if they take less commission from driver.  Rider didn't realise that from rm5 minimum fare we only get rm3.50 after deduction. And the journey is like 10km away to pick up n drop off. · Like · ·,2018-07-11T11:05:25Z
979,Andy Chong,Chef Riichi Himura if you get rm5 trip basically you earn sand already Chef Riichi Himura if you get rm5 trip basically you earn sand already Chef Riichi Himura if you get rm5 trip basically you earn sand already 1 1  1 · Like · ·,2018-07-18T06:39:36Z
980,Andy Chong,Chef Riichi Himura basically the rm 3.50 you get haven’t minus the petrol and car maintenance yet and what about you’re salary/pay Chef Riichi Himura basically the rm 3.50 you get haven’t minus the petrol and car maintenance yet and what about you’re salary/pay Chef Riichi Himura basically the rm 3.50 you get haven’t minus the petrol and car maintenance yet and what about you’re salary/pay 1 1  1 · Like · ·,2018-07-18T06:41:01Z
981,Ben Ong,Thats why rider (rm5 fare) must cooperate & cancel if the driver are far away & try for nearby driver.. Thats why rider (rm5 fare) must cooperate & cancel if the driver are far away & try for nearby driver.. Thats why rider (rm5 fare) must cooperate & cancel if the driver are far away & try for nearby driver.. · Like · ·,2018-07-18T06:52:49Z
982,Adam Tan,"Dear GRAB, now GOV want us to follow same ragulation with taxi...please fight for us same benifit like taxi too...! because now we are same pay for GOV PSV & PUSPAKOM, why not we can't get same benifit? some more GRAB fare is low not same like taxi...is very unfair! PLEASE FIGHT FOR ALL YOUR DEAREST DRIVER, WE WANT SAME BENIFIT LIKE TAXI! NOT ONLY REGULATIONS! THANK YOU GRAB! WE ALWAYS SUPPORT GRAB! Dear GRAB, now GOV want us to follow same ragulation with taxi...please fight for us same benifit like taxi too...! because now we are same pay for GOV PSV & PUSPAKOM, why not we can't get same benifit? some more GRAB fare is low not same like taxi...is very unfair! PLEASE FIGHT FOR ALL YOUR DEAREST DRIVER, WE WANT SAME BENIFIT LIKE TAXI! NOT ONLY REGULATIONS! THANK YOU GRAB! WE ALWAYS SUPPORT GRAB! Dear GRAB, now GOV want us to follow same ragulation with taxi...please fight for us same benifit like taxi too...! because now we are same pay for GOV PSV & PUSPAKOM, why not we can't get same benifit? some more GRAB fare is low not same like taxi...is very unfair! PLEASE FIGHT FOR ALL YOUR DEAREST DRIVER, WE WANT SAME BENIFIT LIKE TAXI! NOT ONLY REGULATIONS! THANK YOU GRAB! WE ALWAYS SUPPORT GRAB! · Like · ·",2018-07-11T16:32:24Z
983,CJ Yap,Promise I will never drop off at putrajaya area. Hard to pick up at this area Promise I will never drop off at putrajaya area. Hard to pick up at this area Promise I will never drop off at putrajaya area. Hard to pick up at this area · Like · ·,2018-07-24T00:56:28Z
984,Mandeep Singh,Grab chitting 5 mile 21 rm worse service next time I never use grab Grab chitting 5 mile 21 rm worse service next time I never use grab Grab chitting 5 mile 21 rm worse service next time I never use grab · Like · ·,2018-07-28T15:09:35Z
985,Laurence Si,Grab - drivers shouldn’t be allow to take new booking until they drop off their current passengers. Otherwise it incurred long waiting time for us and we get penalized if cancel it due to long wait time! It is an unfair and frustrating experience. And getting too frequent foo! Grab - drivers shouldn’t be allow to take new booking until they drop off their current passengers. Otherwise it incurred long waiting time for us and we get penalized if cancel it due to long wait time! It is an unfair and frustrating experience. And getting too frequent foo! Grab - drivers shouldn’t be allow to take new booking until they drop off their current passengers. Otherwise it incurred long waiting time for us and we get penalized if cancel it due to long wait time! It is an unfair and frustrating experience. And getting too frequent foo! 2 2  2 · Like · ·,2018-07-17T01:26:58Z
986,James Jūdgês,Agree... For those who wanna go long distance grab shall arranged the fast and nearest driver for them. Agree... For those who wanna go long distance grab shall arranged the fast and nearest driver for them. Agree... For those who wanna go long distance grab shall arranged the fast and nearest driver for them. · Like · ·,2018-07-17T16:43:24Z
987,Malay Sian Mohd,"Sorry drivers, due to grab fault in assigning new job on existing job which the previous rider still in the car, therefore I will rate the driver 1 star for making me wait with the inaccurate duration.Sorry drivers because you are grab partner, not worker, liabiltity will always be on drivers, cars, life, money and etc Sorry drivers, due to grab fault in assigning new job on existing job which the previous rider still in the car, therefore I will rate the driver 1 star for making me wait with the inaccurate duration.Sorry drivers because you are grab partner, not worker, liabiltity will always be on drivers, cars, life, money and etc Sorry drivers, due to grab fault in assigning new job on existing job which the previous rider still in the car, therefore I will rate the driver 1 star for making me wait with the inaccurate duration. Sorry drivers because you are grab partner, not worker, liabiltity will always be on drivers, cars, life, money and etc · Like · ·",2018-07-19T20:13:00Z
988,CJ Yap,For u guys who complain grab is expensive... Why not u join and try 1 week and talk to me later? Secondly... If u think we r expensive... I advise u to take teksi or please drive ur own. Go ahead and see what kind of services u get. For u guys who complain grab is expensive... Why not u join and try 1 week and talk to me later? Secondly... If u think we r expensive... I advise u to take teksi or please drive ur own. Go ahead and see what kind of services u get. For u guys who complain grab is expensive... Why not u join and try 1 week and talk to me later? Secondly... For u guys who complain grab is expensive... Why not u join and try 1 week and talk to me later? Secondly... If u think we r expensive... I advise u to take teksi or please drive ur own. Go ahead and see what kind of services u get. If u think we r expensive... I advise u to take teksi or please drive ur own. Go ahead and see what kind of services u get. If u think we r expensive... I advise u to take teksi or please drive ur own. Go ahead and see what kind of services u get. 1 1  1 · Like · ·,2018-07-24T01:00:28Z
989,Wei Sern,"Hi Grab More Earn More~ 1 Rider RM 10 Cut 20-25%, Hi Got Incentives Let's Cut 20-25% Too.Hi The Grab Driver Hit Incentives Target 3 Rider In 55 min , Pay Rate is Rm 20-40,But He Turn Off At 57 Min For Toilet.…See more Hi Grab More Earn More~ 1 Rider RM 10 Cut 20-25%, Hi Got Incentives Let's Cut 20-25% Too.Hi The Grab Driver Hit Incentives Target 3 Rider In 55 min , Pay Rate is Rm 20-40,But He Turn Off At 57 Min For Toilet.…See more Hi Grab More Earn More~ 1 Rider RM 10 Cut 20-25%, Hi Got Incentives Let's Cut 20-25% Too.Hi The Grab Driver Hit Incentives Target 3 Rider In 55 min , Pay Rate is Rm 20-40,But He Turn Off At 57 Min For Toilet. Hi Grab More Earn More~ 1 Rider RM 10 Cut 20-25%, Hi Got Incentives Let's Cut 20-25% Too. Hi The Grab Driver Hit Incentives Target 3 Rider In 55 min , Pay Rate is Rm 20-40, But He Turn Off At 57 Min For Toilet. … · Like · · ·",2018-07-09T11:58:47Z
990,Herol Wee,Knp hrga grab melambung naik sgt....mhai pulak dr teksi dlu ok ja....why??why??why?? Knp hrga grab melambung naik sgt....mhai pulak dr teksi dlu ok ja....why??why??why?? Knp hrga grab melambung naik sgt....mhai pulak dr teksi dlu ok ja....why??why??why?? 3 3  3 · Like · ·,2018-07-07T11:36:06Z
991,Grab,Author  Hi Herol. Thank you for reaching out to grab. Kindly PM us with your contact number and booking id in order for us to assist you accordingly. Thank you. Hi Herol. Thank you for reaching out to grab. Kindly PM us with your contact number and booking id in order for us to assist you accordingly. Thank you. Hi Herol. Thank you for reaching out to grab. Kindly PM us with your contact number and booking id in order for us to assist you accordingly. Thank you. · Like · ·,2018-07-07T11:56:13Z
992,Alvin Hugh,"Grab eh, you guys don't wanna answer me or what? You greedy fucks explain to me why the the hell there's surcharge on a Monday morning? And why with Uber before, it's only RM 11 to m place and now it's RM 14-15? Greedy fucks Grab eh, you guys don't wanna answer me or what? You greedy fucks explain to me why the the hell there's surcharge on a Monday morning? And why with Uber before, it's only RM 11 to m place and now it's RM 14-15? Greedy fucks eh, you guys don't wanna answer me or what? You greedy fucks explain to me why the the hell there's surcharge on a Monday morning? And why with Uber before, it's only RM 11 to m place and now it's RM 14-15? Greedy fucks 4 4  4 · Like · ·",2018-07-08T17:28:51Z
993,Grab,Author  Hi Alvin. Kindly PM us with your contact number and booking id in order for us to assist you accordingly. Thank you. Hi Alvin. Kindly PM us with your contact number and booking id in order for us to assist you accordingly. Thank you. Hi Alvin. Kindly PM us with your contact number and booking id in order for us to assist you accordingly. Thank you. · Like · ·,2018-07-08T18:02:48Z
994,Alvin Hugh,"Grab hey, I was an Uber user n I've always got charged RM 10-11. Now with Grab, it's RM 14-15. Why is that? Just because there's no competition now, you raise the rate an extra RM 3-4? That's just being greedy. And on top of that, there's no surge on U…See more Grab hey, I was an Uber user n I've always got charged RM 10-11. Now with Grab, it's RM 14-15. Why is that? Just because there's no competition now, you raise the rate an extra RM 3-4? That's just being greedy. And on top of that, there's no surge on U…See more Grab hey, I was an Uber user n I've always got charged RM 10-11. Now with Grab, it's RM 14-15. Why is that? Just because there's no competition now, you raise the rate an extra RM 3-4? That's just being greedy. And on top of that, there's no surge on U hey, I was an Uber user n I've always got charged RM 10-11. Now with Grab, it's RM 14-15. Why is that? Just because there's no competition now, you raise the rate an extra RM 3-4? That's just being greedy. And on top of that, there's no surge on U … 5 5  5 · Like · · ·",2018-07-08T18:13:39Z
995,Grab,Author  Grab takes all feedback constructively. Please know that we value such feedback and we will highlight this issue to relevant team for further improvement. Please extend your patience towards us as we work on improving our service. Grab takes all feedback constructively. Please know that we value such feedback and we will highlight this issue to relevant team for further improvement. Please extend your patience towards us as we work on improving our service. Grab takes all feedback constructively. Please know that we value such feedback and we will highlight this issue to relevant team for further improvement. Please extend your patience towards us as we work on improving our service. · Like · ·,2018-07-08T18:21:51Z
996,Firdaus Mohd Annuar,Naik teksi je kalau teksi murah dari grab...😊😊😊😊😊😊 Naik teksi je kalau teksi murah dari grab...😊😊😊😊😊😊 Naik teksi je kalau teksi murah dari grab... 😊😊😊😊😊😊 😊 😊 😊 😊 😊 😊 😊 😊 😊 😊 😊 😊 3 3  3 · Like · ·,2018-07-09T02:36:45Z
